"SECONDS";"PID";"VALUE";"UNITS"
"36634.848482";"Vehicle speed";"0";"km/h"
"36635.132482";"Engine RPM";"752";"rpm"
"36635.414482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.47265625";"mA"
"36635.414482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.3142016";""
"36635.970482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36635.970482";"Throttle position";"15.2941176470588";"%"
"36636.242482";"Average fuel consumption";"8.62337872927849";"L/100km"
"36636.242482";"Average fuel consumption (total)";"9.69464815162353";"L/100km"
"36636.242482";"Calculated boost";"-0.35033674905254";"bar"
"36636.242482";"Calculated instant fuel rate";"2.05568939362452";"L/h"
"36636.242482";"Fuel used";"0.456000343784905";"L"
"36636.242482";"Fuel used (total)";"0.512648583438002";"L"
"36636.242482";"Fuel used price";"0.460560347222754";"$"
"36636.242482";"Fuel used price (total)";"0.06";"$"
"36636.242482";"Instant engine power (based on fuel consumption)";"5.91507492270509";"hp"
"36636.242482";"MAF air flow rate";"5.55";"g/sec"
"36636.516482";"Average speed";"58.3472983435472";"km/h"
"36636.516482";"Distance travelled";"5.28795450252778";"km"
"36636.516482";"Distance travelled (total)";"5.28795450252778";"km"
"36636.516482";"Vehicle acceleration";"-0.935336406512044";"m_sec2"
"36636.516482";"Vehicle speed";"0";"km/h"
"36636.790482";"Engine RPM";"696";"rpm"
"36637.064482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.484375";"mA"
"36637.064482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.2855072";""
"36637.620482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36637.620482";"Throttle position";"14.5098039215686";"%"
"36637.894482";"Average fuel consumption";"8.63829524664077";"L/100km"
"36637.894482";"Average fuel consumption (total)";"9.7095646689858";"L/100km"
"36637.894482";"Calculated boost";"-0.415728813135852";"bar"
"36637.894482";"Calculated instant fuel rate";"1.71863041196717";"L/h"
"36637.894482";"Fuel used";"0.456789122436383";"L"
"36637.894482";"Fuel used (total)";"0.513437362089481";"L"
"36637.894482";"Fuel used price";"0.461357013660747";"$"
"36637.894482";"Fuel used price (total)";"0.06";"$"
"36637.894482";"Instant engine power (based on fuel consumption)";"4.94521579123453";"hp"
"36637.894482";"MAF air flow rate";"4.63";"g/sec"
"36638.171482";"Average speed";"58.052875592396";"km/h"
"36638.171482";"Distance travelled";"5.28795450252778";"km"
"36638.171482";"Distance travelled (total)";"5.28795450252778";"km"
"36638.171482";"Vehicle acceleration";"-0.124871482270447";"m_sec2"
"36638.171482";"Vehicle speed";"0";"km/h"
"36638.446482";"Engine RPM";"649";"rpm"
"36638.741482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.34375";"mA"
"36638.741482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.6585344";""
"36639.581482";"Oxygen sensor 2 Bank 1 Voltage";"0.86";"V"
"36639.852482";"Oxygen sensor 2 Bank 1 Voltage";"0.87";"V"
"36640.134482";"Oxygen sensor 2 Bank 1 Voltage";"0.87";"V"
"36640.419482";"Oxygen sensor 2 Bank 1 Voltage";"0.87";"V"
"36640.709482";"Oxygen sensor 2 Bank 1 Voltage";"0.87";"V"
"36641.260482";"Engine RPM";"661";"rpm"
"36641.536482";"Average speed";"57.4630471341303";"km/h"
"36641.536482";"Distance travelled";"5.28795450252778";"km"
"36641.536482";"Distance travelled (total)";"5.28795450252778";"km"
"36641.536482";"Vehicle acceleration";"0";"m_sec2"
"36641.536482";"Vehicle speed";"0";"km/h"
"36641.810482";"Engine coolant temperature";"93";"℃"
"36642.088482";"Engine RPM";"657";"rpm"
"36642.374482";"Average speed";"57.3181650779862";"km/h"
"36642.374482";"Distance travelled";"5.28795450252778";"km"
"36642.374482";"Distance travelled (total)";"5.28795450252778";"km"
"36642.374482";"Vehicle acceleration";"0";"m_sec2"
"36642.374482";"Vehicle speed";"0";"km/h"
"36642.658482";"Engine RPM";"657";"rpm"
"36642.931482";"Average speed";"57.2222641022533";"km/h"
"36642.931482";"Distance travelled";"5.28795450252778";"km"
"36642.931482";"Distance travelled (total)";"5.28795450252778";"km"
"36642.931482";"Vehicle acceleration";"0";"m_sec2"
"36642.931482";"Vehicle speed";"0";"km/h"
"36643.214482";"Engine coolant temperature";"93";"℃"
"36643.487482";"Engine RPM";"651";"rpm"
"36643.762482";"Average speed";"57.0796031309992";"km/h"
"36643.762482";"Distance travelled";"5.28795450252778";"km"
"36643.762482";"Distance travelled (total)";"5.28795450252778";"km"
"36643.762482";"Vehicle acceleration";"0";"m_sec2"
"36643.762482";"Vehicle speed";"0";"km/h"
"36644.045482";"Engine RPM";"657";"rpm"
"36644.319482";"Average speed";"56.9843951802714";"km/h"
"36644.319482";"Distance travelled";"5.28795450252778";"km"
"36644.319482";"Distance travelled (total)";"5.28795450252778";"km"
"36644.319482";"Vehicle acceleration";"0";"m_sec2"
"36644.319482";"Vehicle speed";"0";"km/h"
"36644.597482";"Engine coolant temperature";"93";"℃"
"36644.881482";"Engine RPM";"662";"rpm"
"36645.154482";"Average speed";"56.8423477798624";"km/h"
"36645.154482";"Distance travelled";"5.28795450252778";"km"
"36645.154482";"Distance travelled (total)";"5.28795450252778";"km"
"36645.154482";"Vehicle acceleration";"0";"m_sec2"
"36645.154482";"Vehicle speed";"0";"km/h"
"36645.427482";"Engine RPM";"671";"rpm"
"36645.712482";"Average speed";"56.7477796175985";"km/h"
"36645.712482";"Distance travelled";"5.28795450252778";"km"
"36645.712482";"Distance travelled (total)";"5.28795450252778";"km"
"36645.712482";"Vehicle acceleration";"0";"m_sec2"
"36645.712482";"Vehicle speed";"0";"km/h"
"36645.986482";"Engine coolant temperature";"93";"℃"
"36646.271482";"Engine RPM";"680";"rpm"
"36646.556482";"Average speed";"56.6054051704749";"km/h"
"36646.556482";"Distance travelled";"5.28795450252778";"km"
"36646.556482";"Distance travelled (total)";"5.28795450252778";"km"
"36646.556482";"Vehicle acceleration";"0";"m_sec2"
"36646.556482";"Vehicle speed";"0";"km/h"
"36646.839482";"Engine RPM";"666";"rpm"
"36647.122482";"Average speed";"56.5101990785701";"km/h"
"36647.122482";"Distance travelled";"5.28795450252778";"km"
"36647.122482";"Distance travelled (total)";"5.28795450252778";"km"
"36647.122482";"Vehicle acceleration";"0";"m_sec2"
"36647.122482";"Vehicle speed";"0";"km/h"
"36647.395482";"Engine coolant temperature";"93";"℃"
"36647.678482";"Engine RPM";"671";"rpm"
"36647.951482";"Average speed";"56.3714998669363";"km/h"
"36647.951482";"Distance travelled";"5.28795450252778";"km"
"36647.951482";"Distance travelled (total)";"5.28795450252778";"km"
"36647.951482";"Vehicle acceleration";"0";"m_sec2"
"36647.951482";"Vehicle speed";"0";"km/h"
"36648.225482";"Engine RPM";"657";"rpm"
"36648.499482";"Average speed";"56.280196779467";"km/h"
"36648.499482";"Distance travelled";"5.28795450252778";"km"
"36648.499482";"Distance travelled (total)";"5.28795450252778";"km"
"36648.499482";"Vehicle acceleration";"0";"m_sec2"
"36648.499482";"Vehicle speed";"0";"km/h"
"36648.781482";"Engine coolant temperature";"93";"℃"
"36649.064482";"Engine RPM";"659";"rpm"
"36649.339482";"Average speed";"56.1408537382247";"km/h"
"36649.339482";"Distance travelled";"5.28795450252778";"km"
"36649.339482";"Distance travelled (total)";"5.28795450252778";"km"
"36649.339482";"Vehicle acceleration";"0";"m_sec2"
"36649.339482";"Vehicle speed";"0";"km/h"
"36649.623482";"Engine RPM";"666";"rpm"
"36649.908482";"Average speed";"56.0467374891117";"km/h"
"36649.908482";"Distance travelled";"5.28795450252778";"km"
"36649.908482";"Distance travelled (total)";"5.28795450252778";"km"
"36649.908482";"Vehicle acceleration";"0";"m_sec2"
"36649.908482";"Vehicle speed";"0";"km/h"
"36650.187482";"Engine coolant temperature";"93";"℃"
"36650.470482";"Engine RPM";"676";"rpm"
"36650.745482";"Average speed";"55.9090504932466";"km/h"
"36650.745482";"Distance travelled";"5.28795450252778";"km"
"36650.745482";"Distance travelled (total)";"5.28795450252778";"km"
"36650.745482";"Vehicle acceleration";"0";"m_sec2"
"36650.745482";"Vehicle speed";"0";"km/h"
"36651.028482";"Engine RPM";"688";"rpm"
"36651.303482";"Average speed";"55.8207223950679";"km/h"
"36651.303482";"Distance travelled";"5.28826494841667";"km"
"36651.303482";"Distance travelled (total)";"5.28826494841667";"km"
"36651.303482";"Vehicle acceleration";"0.198112988837906";"m_sec2"
"36651.303482";"Vehicle speed";"2";"km/h"
"36651.577482";"Engine coolant temperature";"93";"℃"
"36651.851482";"Engine RPM";"1437";"rpm"
"36652.125482";"Average speed";"55.7082123013298";"km/h"
"36652.125482";"Distance travelled";"5.29031874591667";"km"
"36652.125482";"Distance travelled (total)";"5.29031874591667";"km"
"36652.125482";"Vehicle acceleration";"0.897273168894267";"m_sec2"
"36652.125482";"Vehicle speed";"9";"km/h"
"36652.408482";"Engine RPM";"1824";"rpm"
"36652.683482";"Average speed";"55.6385693624952";"km/h"
"36652.683482";"Distance travelled";"5.29233516472222";"km"
"36652.683482";"Distance travelled (total)";"5.29233516472222";"km"
"36652.683482";"Vehicle acceleration";"1.30120981804527";"m_sec2"
"36652.683482";"Vehicle speed";"13";"km/h"
"36652.956482";"Engine coolant temperature";"93";"℃"
"36653.239482";"Engine RPM";"2306";"rpm"
"36653.513482";"Average speed";"55.5499923650046";"km/h"
"36653.513482";"Distance travelled";"5.29671501041667";"km"
"36653.513482";"Distance travelled (total)";"5.29671501041667";"km"
"36653.513482";"Vehicle acceleration";"1.9063110792103";"m_sec2"
"36653.513482";"Vehicle speed";"19";"km/h"
"36653.797482";"Engine RPM";"1916";"rpm"
"36654.072482";"Average speed";"55.4971034543344";"km/h"
"36654.072482";"Distance travelled";"5.3002841945";"km"
"36654.072482";"Distance travelled (total)";"5.3002841945";"km"
"36654.072482";"Vehicle acceleration";"2.1070872046696";"m_sec2"
"36654.072482";"Vehicle speed";"23";"km/h"
"36654.355482";"Engine coolant temperature";"93";"℃"
"36654.639482";"Engine RPM";"2171";"rpm"
"36654.913482";"Average speed";"55.4275321915337";"km/h"
"36654.913482";"Distance travelled";"5.30659497725";"km"
"36654.913482";"Distance travelled (total)";"5.30659497725";"km"
"36654.913482";"Vehicle acceleration";"1.79317723319065";"m_sec2"
"36654.913482";"Vehicle speed";"27";"km/h"
"36655.196482";"Engine RPM";"1917";"rpm"
"36655.475482";"Average speed";"55.387818476555";"km/h"
"36655.475482";"Distance travelled";"5.31142797972222";"km"
"36655.475482";"Distance travelled (total)";"5.31142797972222";"km"
"36655.475482";"Vehicle acceleration";"1.79133697258964";"m_sec2"
"36655.475482";"Vehicle speed";"31";"km/h"
"36655.747482";"Engine coolant temperature";"93";"℃"
"36656.020482";"Engine RPM";"1851";"rpm"
"36656.304482";"Average speed";"55.3365519013573";"km/h"
"36656.304482";"Distance travelled";"5.31926203872222";"km"
"36656.304482";"Distance travelled (total)";"5.31926203872222";"km"
"36656.304482";"Vehicle acceleration";"1.4929834257938";"m_sec2"
"36656.304482";"Vehicle speed";"34";"km/h"
"36656.587482";"Engine RPM";"1862";"rpm"
"36656.863482";"Average speed";"55.3053761714473";"km/h"
"36656.863482";"Distance travelled";"5.32485035872222";"km"
"36656.863482";"Distance travelled (total)";"5.32485035872222";"km"
"36656.863482";"Vehicle acceleration";"1.29383853388746";"m_sec2"
"36656.863482";"Vehicle speed";"36";"km/h"
"36657.136482";"Engine coolant temperature";"93";"℃"
"36657.419482";"Engine RPM";"1666";"rpm"
"36657.695482";"Average speed";"55.2663144180505";"km/h"
"36657.695482";"Distance travelled";"5.33386748805555";"km"
"36657.695482";"Distance travelled (total)";"5.33386748805555";"km"
"36657.695482";"Vehicle acceleration";"1.19820288738139";"m_sec2"
"36657.695482";"Vehicle speed";"39";"km/h"
"36657.971482";"Engine RPM";"1659";"rpm"
"36658.251482";"Average speed";"55.2451295205699";"km/h"
"36658.251482";"Distance travelled";"5.34035080988889";"km"
"36658.251482";"Distance travelled (total)";"5.34035080988889";"km"
"36658.251482";"Vehicle acceleration";"1.10058261762146";"m_sec2"
"36658.251482";"Vehicle speed";"42";"km/h"
"36658.527482";"Engine coolant temperature";"93";"℃"
"36658.810482";"Engine RPM";"1701";"rpm"
"36659.094482";"Average speed";"55.2179620996731";"km/h"
"36659.094482";"Distance travelled";"5.35065143111111";"km"
"36659.094482";"Distance travelled (total)";"5.35065143111111";"km"
"36659.094482";"Vehicle acceleration";"0.995728377040372";"m_sec2"
"36659.094482";"Vehicle speed";"44";"km/h"
"36659.378482";"Engine RPM";"1690";"rpm"
"36659.652482";"Average speed";"55.2000526647084";"km/h"
"36659.652482";"Distance travelled";"5.35746912233333";"km"
"36659.652482";"Distance travelled (total)";"5.35746912233333";"km"
"36659.652482";"Vehicle acceleration";"0.796878778824072";"m_sec2"
"36659.652482";"Vehicle speed";"44";"km/h"
"36659.937482";"Engine coolant temperature";"93";"℃"
"36660.215482";"Oxygen sensor 2 Bank 1 Voltage";"0.76";"V"
"36660.488482";"Oxygen sensor 2 Bank 1 Voltage";"0.76";"V"
"36660.771482";"Oxygen sensor 2 Bank 1 Voltage";"0.76";"V"
"36661.055482";"Oxygen sensor 2 Bank 1 Voltage";"0.755";"V"
"36661.327482";"Oxygen sensor 2 Bank 1 Voltage";"0.025";"V"
"36661.600482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36661.873482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36662.157482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36662.441482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36662.714482";"Oxygen sensor 2 Bank 1 Voltage";"0.02";"V"
"36662.987482";"Oxygen sensor 2 Bank 1 Voltage";"0.045";"V"
"36663.261482";"Oxygen sensor 2 Bank 1 Voltage";"0.06";"V"
"36663.544482";"Oxygen sensor 2 Bank 1 Voltage";"0.08";"V"
"36663.817482";"Oxygen sensor 2 Bank 1 Voltage";"0.09";"V"
"36664.098482";"Oxygen sensor 2 Bank 1 Voltage";"0.1";"V"
"36664.403482";"Oxygen sensor 2 Bank 1 Voltage";"0.11";"V"
"36664.675482";"Oxygen sensor 2 Bank 1 Voltage";"0.115";"V"
"36664.948482";"Oxygen sensor 2 Bank 1 Voltage";"0.115";"V"
"36665.222482";"Oxygen sensor 2 Bank 1 Voltage";"0.12";"V"
"36665.496482";"Oxygen sensor 2 Bank 1 Voltage";"0.125";"V"
"36665.770482";"Oxygen sensor 2 Bank 1 Voltage";"0.13";"V"
"36666.044482";"Oxygen sensor 2 Bank 1 Voltage";"0.01";"V"
"36666.317482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36666.590482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36666.864482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36667.147482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36667.427482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36667.704482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36667.977482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36668.251482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36668.524482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36668.796482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36669.080482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36669.360482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36669.633482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36669.906482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36670.179482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36670.452482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36670.737482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36671.021482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36671.294482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36671.580482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36671.863482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36672.137482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36672.408482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36672.682482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36672.954482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36673.225482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36673.507482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36673.779482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36674.062482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36674.334482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36674.607482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36674.887482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36675.162482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36675.445482";"Oxygen sensor 2 Bank 1 Voltage";"0.025";"V"
"36675.718482";"Oxygen sensor 2 Bank 1 Voltage";"0.055";"V"
"36675.991482";"Oxygen sensor 2 Bank 1 Voltage";"0.07";"V"
"36676.270482";"Oxygen sensor 2 Bank 1 Voltage";"0.085";"V"
"36676.563482";"Oxygen sensor 2 Bank 1 Voltage";"0.1";"V"
"36676.837482";"Oxygen sensor 2 Bank 1 Voltage";"0.11";"V"
"36677.109482";"Oxygen sensor 2 Bank 1 Voltage";"0.115";"V"
"36677.382482";"Oxygen sensor 2 Bank 1 Voltage";"0.12";"V"
"36677.655482";"Oxygen sensor 2 Bank 1 Voltage";"0.125";"V"
"36677.928482";"Oxygen sensor 2 Bank 1 Voltage";"0.125";"V"
"36678.205482";"Oxygen sensor 2 Bank 1 Voltage";"0.13";"V"
"36678.479482";"Oxygen sensor 2 Bank 1 Voltage";"0.135";"V"
"36678.752482";"Oxygen sensor 2 Bank 1 Voltage";"0.135";"V"
"36679.026482";"Oxygen sensor 2 Bank 1 Voltage";"0.14";"V"
"36679.299482";"Oxygen sensor 2 Bank 1 Voltage";"0.14";"V"
"36679.572482";"Oxygen sensor 2 Bank 1 Voltage";"0.14";"V"
"36679.844482";"Oxygen sensor 2 Bank 1 Voltage";"0.14";"V"
"36680.116482";"Oxygen sensor 2 Bank 1 Voltage";"0.155";"V"
"36680.399482";"Oxygen sensor 2 Bank 1 Voltage";"0.155";"V"
"36680.685482";"Oxygen sensor 2 Bank 1 Voltage";"0.155";"V"
"36680.968482";"Oxygen sensor 2 Bank 1 Voltage";"0.155";"V"
"36681.241482";"Oxygen sensor 2 Bank 1 Voltage";"0.155";"V"
"36681.513482";"Oxygen sensor 2 Bank 1 Voltage";"0.16";"V"
"36681.787482";"Oxygen sensor 2 Bank 1 Voltage";"0.165";"V"
"36682.064482";"Oxygen sensor 2 Bank 1 Voltage";"0.17";"V"
"36682.339482";"Oxygen sensor 2 Bank 1 Voltage";"0.17";"V"
"36682.622482";"Oxygen sensor 2 Bank 1 Voltage";"0.17";"V"
"36682.895482";"Oxygen sensor 2 Bank 1 Voltage";"0.18";"V"
"36683.168482";"Oxygen sensor 2 Bank 1 Voltage";"0.2";"V"
"36683.441482";"Oxygen sensor 2 Bank 1 Voltage";"0.22";"V"
"36683.725482";"Oxygen sensor 2 Bank 1 Voltage";"0.245";"V"
"36683.999482";"Oxygen sensor 2 Bank 1 Voltage";"0.255";"V"
"36684.273482";"Oxygen sensor 2 Bank 1 Voltage";"0.255";"V"
"36684.546482";"Oxygen sensor 2 Bank 1 Voltage";"0.245";"V"
"36684.820482";"Oxygen sensor 2 Bank 1 Voltage";"0.02";"V"
"36685.102482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36685.378482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36685.651482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36685.927482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36686.199482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36686.474482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36686.748482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36687.021482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36687.293482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36687.566482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36687.846482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36688.122482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36688.405482";"Oxygen sensor 2 Bank 1 Voltage";"0.005";"V"
"36688.684482";"Oxygen sensor 2 Bank 1 Voltage";"0.035";"V"
"36688.961482";"Oxygen sensor 2 Bank 1 Voltage";"0.06";"V"
"36689.244482";"Oxygen sensor 2 Bank 1 Voltage";"0.075";"V"
"36689.525482";"Oxygen sensor 2 Bank 1 Voltage";"0.085";"V"
"36689.800482";"Oxygen sensor 2 Bank 1 Voltage";"0.095";"V"
"36690.073482";"Oxygen sensor 2 Bank 1 Voltage";"0.095";"V"
"36690.347482";"Oxygen sensor 2 Bank 1 Voltage";"0.1";"V"
"36690.620482";"Oxygen sensor 2 Bank 1 Voltage";"0.105";"V"
"36690.903482";"Oxygen sensor 2 Bank 1 Voltage";"0.12";"V"
"36691.187482";"Oxygen sensor 2 Bank 1 Voltage";"0.13";"V"
"36691.460482";"Oxygen sensor 2 Bank 1 Voltage";"0.14";"V"
"36691.733482";"Oxygen sensor 2 Bank 1 Voltage";"0.15";"V"
"36692.006482";"Oxygen sensor 2 Bank 1 Voltage";"0.165";"V"
"36692.284482";"Oxygen sensor 2 Bank 1 Voltage";"0.155";"V"
"36692.567482";"Oxygen sensor 2 Bank 1 Voltage";"0.155";"V"
"36692.842482";"Oxygen sensor 2 Bank 1 Voltage";"0.17";"V"
"36693.114482";"Oxygen sensor 2 Bank 1 Voltage";"0.21";"V"
"36693.393482";"Oxygen sensor 2 Bank 1 Voltage";"0.22";"V"
"36693.669482";"Oxygen sensor 2 Bank 1 Voltage";"0.23";"V"
"36693.942482";"Oxygen sensor 2 Bank 1 Voltage";"0.23";"V"
"36694.214482";"Oxygen sensor 2 Bank 1 Voltage";"0.225";"V"
"36694.497482";"Oxygen sensor 2 Bank 1 Voltage";"0.06";"V"
"36694.772482";"Oxygen sensor 2 Bank 1 Voltage";"0.005";"V"
"36695.045482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36695.318482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36695.601482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36695.885482";"Oxygen sensor 2 Bank 1 Voltage";"0";"V"
"36696.171482";"Oxygen sensor 2 Bank 1 Voltage";"0.015";"V"
"36696.444482";"Oxygen sensor 2 Bank 1 Voltage";"0.04";"V"
"36696.719482";"Oxygen sensor 2 Bank 1 Voltage";"0.06";"V"
"36696.992482";"Oxygen sensor 2 Bank 1 Voltage";"0.075";"V"
"36697.270482";"Oxygen sensor 2 Bank 1 Voltage";"0.08";"V"
"36697.556482";"Oxygen sensor 2 Bank 1 Voltage";"0.085";"V"
"36697.830482";"Oxygen sensor 2 Bank 1 Voltage";"0.085";"V"
"36698.105482";"Oxygen sensor 2 Bank 1 Voltage";"0.09";"V"
"36698.383482";"Oxygen sensor 2 Bank 1 Voltage";"0.1";"V"
"36698.655482";"Oxygen sensor 2 Bank 1 Voltage";"0.105";"V"
"36698.928482";"Oxygen sensor 2 Bank 1 Voltage";"0.11";"V"
"36699.211482";"Oxygen sensor 2 Bank 1 Voltage";"0.115";"V"
"36699.484482";"Oxygen sensor 2 Bank 1 Voltage";"0.12";"V"
"36699.759482";"Oxygen sensor 2 Bank 1 Voltage";"0.13";"V"
"36700.048482";"Oxygen sensor 2 Bank 1 Voltage";"0.13";"V"
"36700.326482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.46484375";"mA"
"36700.326482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.3285488";""
"36700.872482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36700.872482";"Throttle position";"17.6470588235294";"%"
"36701.154482";"Calculated instant fuel rate";"3.62595867325689";"L/h"
"36701.154482";"Instant engine power (based on fuel consumption)";"10.4333939190739";"hp"
"36701.154482";"MAF air flow rate";"9.8";"g/sec"
"36701.428482";"Calculated instant fuel consumption";"10.0721074257136";"L/100km"
"36701.428482";"Vehicle speed";"36";"km/h"
"36701.701482";"Engine RPM";"1505";"rpm"
"36701.985482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.44921875";"mA"
"36701.985482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.3715904";""
"36702.538482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36702.538482";"Throttle position";"26.2745098039216";"%"
"36702.813482";"Average fuel consumption";"8.5954276167584";"L/100km"
"36702.813482";"Calculated boost";"0.202755586275428";"bar"
"36702.813482";"Calculated instant fuel rate";"8.05100898996637";"L/h"
"36702.813482";"Fuel used";"0.460497380500343";"L"
"36702.813482";"Fuel used (total)";"0.517145620153441";"L"
"36702.813482";"Fuel used price";"0.465102354305346";"$"
"36702.813482";"Fuel used price (total)";"0.06";"$"
"36702.813482";"Instant engine power (based on fuel consumption)";"23.1661074512124";"hp"
"36702.813482";"MAF air flow rate";"21.83";"g/sec"
"36703.084482";"Calculated instant fuel consumption";"19.6366072926009";"L/100km"
"36703.084482";"Distance travelled";"5.37633227705556";"km"
"36703.084482";"Distance travelled (total)";"5.37633227705556";"km"
"36703.084482";"Vehicle speed";"41";"km/h"
"36703.358482";"Engine RPM";"1590";"rpm"
"36703.632482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.109375";"mA"
"36703.632482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.3615472";""
"36704.198482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36704.198482";"Throttle position";"15.2941176470588";"%"
"36704.482482";"Average fuel consumption";"8.58102314330228";"L/100km"
"36704.482482";"Average fuel consumption (total)";"9.63468271517908";"L/100km"
"36704.482482";"Calculated boost";"-0.732750015065735";"bar"
"36704.482482";"Calculated instant fuel rate";"1.8267959623707";"L/h"
"36704.482482";"Fuel used";"0.461344316954968";"L"
"36704.482482";"Fuel used (total)";"0.517992556608065";"L"
"36704.482482";"Fuel used price";"0.465957760124517";"$"
"36704.482482";"Fuel used price (total)";"0.06";"$"
"36704.482482";"Instant engine power (based on fuel consumption)";"5.25645314872481";"hp"
"36704.482482";"MAF air flow rate";"5.32";"g/sec"
"36704.755482";"Average speed";"55.3211756292361";"km/h"
"36704.755482";"Calculated instant fuel consumption";"4.56698990592674";"L/100km"
"36704.755482";"Distance travelled";"5.39489522927778";"km"
"36704.755482";"Distance travelled (total)";"5.39489522927778";"km"
"36704.755482";"Vehicle speed";"40";"km/h"
"36705.040482";"Engine RPM";"1463";"rpm"
"36705.317482";"Oxygen sensor 1 Wide Range Current (mA)";"2.05859375";"mA"
"36705.317482";"Oxygen sensor 1 Wide Range Equivalence ratio";"29.38261725";""
"36705.872482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36705.872482";"Throttle position";"14.9019607843137";"%"
"36706.145482";"Average fuel consumption";"8.55149724597578";"L/100km"
"36706.145482";"Average fuel consumption (total)";"9.60153134757743";"L/100km"
"36706.145482";"Calculated boost";"-0.738197722388039";"bar"
"36706.145482";"Calculated instant fuel rate";"0";"L/h"
"36706.145482";"Fuel used";"0.461344316954968";"L"
"36706.145482";"Fuel used (total)";"0.517992556608065";"L"
"36706.145482";"Fuel used price";"0.465957760124517";"$"
