"SECONDS";"PID";"VALUE";"UNITS"
"36462.291482";"Instant engine power (based on fuel consumption)";"18.0275153525709";"hp"
"36462.291482";"MAF air flow rate";"18.61";"g/sec"
"36462.564482";"Average speed";"67.5009829141702";"km/h"
"36462.564482";"Calculated instant fuel consumption";"8.58242978726443";"L/100km"
"36462.564482";"Distance travelled";"2.85590068363889";"km"
"36462.564482";"Distance travelled (total)";"2.85590068363889";"km"
"36462.564482";"Vehicle acceleration";"-0.20922434869816";"m_sec2"
"36462.564482";"Vehicle speed";"73";"km/h"
"36462.849482";"Engine RPM";"1872";"rpm"
"36463.133482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.0859375";"mA"
"36463.133482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.4332832";""
"36463.690482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36463.690482";"Throttle position";"21.9607843137255";"%"
"36463.962482";"Average fuel consumption";"9.48871338116581";"L/100km"
"36463.962482";"Average fuel consumption (total)";"11.4722641389925";"L/100km"
"36463.962482";"Calculated boost";"-0.635729912916968";"bar"
"36463.962482";"Calculated instant fuel rate";"2.88032890116963";"L/h"
"36463.962482";"Fuel used";"0.270988230321249";"L"
"36463.962482";"Fuel used (total)";"0.327636469974347";"L"
"36463.962482";"Fuel used price";"0.273698112624462";"$"
"36463.962482";"Fuel used price (total)";"0.06";"$"
"36463.962482";"Instant engine power (based on fuel consumption)";"8.28790638570717";"hp"
"36463.962482";"MAF air flow rate";"8.43";"g/sec"
"36464.241482";"Average speed";"67.5499858777926";"km/h"
"36464.241482";"Calculated instant fuel consumption";"4.00045680718004";"L/100km"
"36464.241482";"Distance travelled";"2.88944570163889";"km"
"36464.241482";"Distance travelled (total)";"2.88944570163889";"km"
"36464.241482";"Vehicle acceleration";"-0.125100146420214";"m_sec2"
"36464.241482";"Vehicle speed";"72";"km/h"
"36464.525482";"Engine RPM";"1689";"rpm"
"36464.809482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.02734375";"mA"
"36464.809482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.6484912";""
"36465.364482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36465.364482";"Throttle position";"21.5686274509804";"%"
"36465.647482";"Average fuel consumption";"9.46612269397163";"L/100km"
"36465.647482";"Average fuel consumption (total)";"11.4266454205613";"L/100km"
"36465.647482";"Calculated boost";"-0.216110691327517";"bar"
"36465.647482";"Calculated instant fuel rate";"5.40670017946968";"L/h"
"36465.647482";"Fuel used";"0.273518475292827";"L"
"36465.647482";"Fuel used (total)";"0.330166714945924";"L"
"36465.647482";"Fuel used price";"0.276253660045755";"$"
"36465.647482";"Fuel used price (total)";"0.06";"$"
"36465.647482";"Instant engine power (based on fuel consumption)";"15.5573292080757";"hp"
"36465.647482";"MAF air flow rate";"16.06";"g/sec"
"36465.920482";"Average speed";"67.5871923911799";"km/h"
"36465.920482";"Calculated instant fuel consumption";"7.61507067530941";"L/100km"
"36465.920482";"Distance travelled";"2.92255583572222";"km"
"36465.920482";"Distance travelled (total)";"2.92255583572222";"km"
"36465.920482";"Vehicle acceleration";"-0.165936781288909";"m_sec2"
"36465.920482";"Vehicle speed";"71";"km/h"
"36466.204482";"Engine RPM";"1720";"rpm"
"36466.487482";"Oxygen sensor 1 Wide Range Current (mA)";"0.03515625";"mA"
"36466.487482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.992824";""
"36468.851482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36468.851482";"Throttle position";"24.3137254901961";"%"
"36469.135482";"Average fuel consumption";"9.53748466493969";"L/100km"
"36469.135482";"Average fuel consumption (total)";"11.4757962948045";"L/100km"
"36469.135482";"Calculated boost";"-0.214880780334743";"bar"
"36469.135482";"Calculated instant fuel rate";"5.38778299483679";"L/h"
"36469.135482";"Fuel used";"0.278738314656307";"L"
"36469.135482";"Fuel used (total)";"0.335386554309404";"L"
"36469.135482";"Fuel used price";"0.28152569780287";"$"
"36469.135482";"Fuel used price (total)";"0.06";"$"
"36469.135482";"Instant engine power (based on fuel consumption)";"15.5028965857266";"hp"
"36469.135482";"MAF air flow rate";"16.38";"g/sec"
"36469.419482";"Average speed";"67.6622062251529";"km/h"
"36469.419482";"Calculated instant fuel consumption";"7.58842675329125";"L/100km"
"36469.419482";"Distance travelled";"2.99155473227778";"km"
"36469.419482";"Distance travelled (total)";"2.99155473227778";"km"
"36469.419482";"Vehicle acceleration";"-0.130347496088014";"m_sec2"
"36469.419482";"Vehicle speed";"71";"km/h"
"36469.702482";"Engine RPM";"1704";"rpm"
"36469.977482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.0859375";"mA"
"36469.977482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.4332832";""
"36470.522482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36470.522482";"Throttle position";"20";"%"
"36470.794482";"Average fuel consumption";"9.38414125334342";"L/100km"
"36470.794482";"Average fuel consumption (total)";"11.2777465764179";"L/100km"
"36470.794482";"Calculated boost";"-0.390401461760058";"bar"
"36470.794482";"Calculated instant fuel rate";"4.32561849214798";"L/h"
"36470.794482";"Fuel used";"0.280731721748026";"L"
"36470.794482";"Fuel used (total)";"0.337379961401124";"L"
"36470.794482";"Fuel used price";"0.283539038965506";"$"
"36470.794482";"Fuel used price (total)";"0.06";"$"
"36470.794482";"Instant engine power (based on fuel consumption)";"12.4466067429481";"hp"
"36470.794482";"MAF air flow rate";"12.66";"g/sec"
"36471.067482";"Average speed";"67.6964229328521";"km/h"
"36471.067482";"Calculated instant fuel consumption";"6.09242041147603";"L/100km"
"36471.067482";"Distance travelled";"3.0240681725";"km"
"36471.067482";"Distance travelled (total)";"3.0240681725";"km"
"36471.067482";"Vehicle acceleration";"-0.0653350149259475";"m_sec2"
"36471.067482";"Vehicle speed";"71";"km/h"
"36471.342482";"Engine RPM";"1647";"rpm"
"36471.617482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.015625";"mA"
"36471.617482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.6915328";""
"36472.162482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36472.162482";"Throttle position";"20.7843137254902";"%"
"36472.435482";"Average fuel consumption";"9.35885724384197";"L/100km"
"36472.435482";"Average fuel consumption (total)";"11.2321033620426";"L/100km"
"36472.435482";"Calculated boost";"-0.252791825634272";"bar"
"36472.435482";"Calculated instant fuel rate";"5.01490983491982";"L/h"
"36472.435482";"Fuel used";"0.283018223220736";"L"
"36472.435482";"Fuel used (total)";"0.339666462873833";"L"
"36472.435482";"Fuel used price";"0.285848405452943";"$"
"36472.435482";"Fuel used price (total)";"0.06";"$"
"36472.435482";"Instant engine power (based on fuel consumption)";"14.4299851408289";"hp"
"36472.435482";"MAF air flow rate";"14.94";"g/sec"
"36472.718482";"Average speed";"67.7198362998379";"km/h"
"36472.718482";"Calculated instant fuel consumption";"7.16415690702832";"L/100km"
"36472.718482";"Distance travelled";"3.05617668444444";"km"
"36472.718482";"Distance travelled (total)";"3.05617668444444";"km"
"36472.718482";"Vehicle acceleration";"-0.0655351050376741";"m_sec2"
"36472.718482";"Vehicle speed";"70";"km/h"
"36473.003482";"Engine RPM";"1865";"rpm"
"36473.288482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.21875";"mA"
"36473.288482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.0028672";""
"36473.833482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36473.833482";"Throttle position";"25.0980392156863";"%"
"36474.116482";"Average fuel consumption";"9.356415112703";"L/100km"
"36474.116482";"Average fuel consumption (total)";"11.2099807112311";"L/100km"
"36474.116482";"Calculated boost";"-0.212222920928615";"bar"
"36474.116482";"Calculated instant fuel rate";"6.27581843058503";"L/h"
"36474.116482";"Fuel used";"0.285948577174266";"L"
"36474.116482";"Fuel used (total)";"0.342596816827363";"L"
"36474.116482";"Fuel used price";"0.288808062946008";"$"
"36474.116482";"Fuel used price (total)";"0.06";"$"
"36474.116482";"Instant engine power (based on fuel consumption)";"18.0581445491392";"hp"
"36474.116482";"MAF air flow rate";"17.82";"g/sec"
"36474.390482";"Average speed";"67.7634146030244";"km/h"
"36474.390482";"Calculated instant fuel consumption";"8.71641448692365";"L/100km"
"36474.390482";"Distance travelled";"3.08960024644444";"km"
"36474.390482";"Distance travelled (total)";"3.08960024644444";"km"
"36474.390482";"Vehicle speed";"72";"km/h"
"36474.685482";"Engine RPM";"1709";"rpm"
"36474.969482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.09375";"mA"
"36474.969482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.4045888";""
"36475.523482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36475.523482";"Throttle position";"22.7450980392157";"%"
"36475.796482";"Average fuel consumption";"9.3501395271457";"L/100km"
"36475.796482";"Average fuel consumption (total)";"11.1836530931253";"L/100km"
"36475.796482";"Calculated boost";"-0.112614734224932";"bar"
"36475.796482";"Calculated instant fuel rate";"6.28566819994367";"L/h"
"36475.796482";"Fuel used";"0.288881933873593";"L"
"36475.796482";"Fuel used (total)";"0.34553017352669";"L"
"36475.796482";"Fuel used price";"0.291770753212329";"$"
"36475.796482";"Fuel used price (total)";"0.06";"$"
"36475.796482";"Instant engine power (based on fuel consumption)";"18.0864864396546";"hp"
"36475.796482";"MAF air flow rate";"18.36";"g/sec"
"36476.072482";"Average speed";"67.8165448821492";"km/h"
"36476.072482";"Calculated instant fuel consumption";"8.61050438348447";"L/100km"
"36476.072482";"Distance travelled";"3.12371695663889";"km"
"36476.072482";"Distance travelled (total)";"3.12371695663889";"km"
"36476.072482";"Vehicle speed";"73";"km/h"
"36476.356482";"Engine RPM";"1882";"rpm"
"36476.639482";"Oxygen sensor 1 Wide Range Current (mA)";"0.00390625";"mA"
"36476.639482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.777616";""
"36477.195482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36477.195482";"Throttle position";"23.1372549019608";"%"
"36477.472482";"Average fuel consumption";"9.31352131565835";"L/100km"
"36477.472482";"Average fuel consumption (total)";"11.1270095554524";"L/100km"
"36477.472482";"Calculated boost";"-0.426592685101538";"bar"
"36477.472482";"Calculated instant fuel rate";"4.39502184963254";"L/h"
"36477.472482";"Fuel used";"0.290928044597397";"L"
"36477.472482";"Fuel used (total)";"0.347576284250495";"L"
"36477.472482";"Fuel used price";"0.293837325043371";"$"
"36477.472482";"Fuel used price (total)";"0.06";"$"
"36477.472482";"Instant engine power (based on fuel consumption)";"12.6463091204968";"hp"
"36477.472482";"MAF air flow rate";"13.17";"g/sec"
"36477.751482";"Average speed";"67.8885386126212";"km/h"
"36477.751482";"Calculated instant fuel consumption";"5.86002913284339";"L/100km"
"36477.751482";"Distance travelled";"3.15868923788889";"km"
"36477.751482";"Distance travelled (total)";"3.15868923788889";"km"
"36477.751482";"Vehicle speed";"75";"km/h"
"36478.035482";"Engine RPM";"1739";"rpm"
"36478.334482";"Oxygen sensor 1 Wide Range Current (mA)";"0.015625";"mA"
"36478.334482";"Oxygen sensor 1 Wide Range Equivalence ratio";"14.8780464";""
"36478.890482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36478.890482";"Throttle position";"16.078431372549";"%"
"36479.163482";"Average fuel consumption";"9.24012491635897";"L/100km"
"36479.163482";"Average fuel consumption (total)";"11.0335346311734";"L/100km"
"36479.163482";"Calculated boost";"-0.72255600233106";"bar"
"36479.163482";"Calculated instant fuel rate";"1.99871579250955";"L/h"
"36479.163482";"Fuel used";"0.29186683130052";"L"
"36479.163482";"Fuel used (total)";"0.348515070953618";"L"
"36479.163482";"Fuel used price";"0.294785499613525";"$"
"36479.163482";"Fuel used price (total)";"0.06";"$"
"36479.163482";"Instant engine power (based on fuel consumption)";"5.75113813329686";"hp"
"36479.163482";"MAF air flow rate";"6.03";"g/sec"
"36479.446482";"Average speed";"67.9397574353864";"km/h"
"36479.446482";"Calculated instant fuel consumption";"2.73796683905418";"L/100km"
"36479.446482";"Distance travelled";"3.19306818638889";"km"
"36479.446482";"Distance travelled (total)";"3.19306818638889";"km"
"36479.446482";"Vehicle speed";"73";"km/h"
"36479.736482";"Engine RPM";"1664";"rpm"
"36480.020482";"Oxygen sensor 1 Wide Range Current (mA)";"1.83984375";"mA"
"36480.020482";"Oxygen sensor 1 Wide Range Equivalence ratio";"29.38261725";""
"36480.586482";"Fuel economizer (based on fuel system status and throttle position)";"0";""
"36480.586482";"Throttle position";"18.0392156862745";"%"
"36480.869482";"Average fuel consumption";"9.14063885464967";"L/100km"
"36480.869482";"Average fuel consumption (total)";"10.9147393857493";"L/100km"
"36480.869482";"Calculated boost";"-0.368375829893753";"bar"
"36480.869482";"Calculated instant fuel rate";"0";"L/h"
"36480.869482";"Fuel used";"0.29186683130052";"L"
"36480.869482";"Fuel used (total)";"0.348515070953618";"L"
"36480.869482";"Fuel used price";"0.294785499613525";"$"
"36480.869482";"Fuel used price (total)";"0.06";"$"
"36480.869482";"Instant engine power (based on fuel consumption)";"0";"hp"
"36480.869482";"MAF air flow rate";"12.8";"g/sec"
"36481.143482";"Average speed";"67.9899977522797";"km/h"
"36481.143482";"Calculated instant fuel consumption";"0";"L/100km"
"36481.143482";"Distance travelled";"3.22747326483333";"km"
"36481.143482";"Distance travelled (total)";"3.22747326483333";"km"
"36481.143482";"Vehicle speed";"73";"km/h"
"36481.417482";"Engine RPM";"1724";"rpm"
"36481.701482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.375";"mA"
"36481.701482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.5724512";""
"36482.248482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36482.248482";"Throttle position";"15.2941176470588";"%"
"36482.522482";"Average fuel consumption";"9.07323040322839";"L/100km"
"36482.522482";"Average fuel consumption (total)";"10.8284189053405";"L/100km"
"36482.522482";"Calculated boost";"-0.730724790788139";"bar"
"36482.522482";"Calculated instant fuel rate";"2.1110449669195";"L/h"
"36482.522482";"Fuel used";"0.292836085520926";"L"
"36482.522482";"Fuel used (total)";"0.349484325174023";"L"
"36482.522482";"Fuel used price";"0.295764446376135";"$"
"36482.522482";"Fuel used price (total)";"0.06";"$"
"36482.522482";"Instant engine power (based on fuel consumption)";"6.07435597189696";"hp"
"36482.522482";"MAF air flow rate";"5.81";"g/sec"
"36482.794482";"Average speed";"68.0283807333106";"km/h"
"36482.794482";"Calculated instant fuel consumption";"2.93200689849931";"L/100km"
"36482.794482";"Distance travelled";"3.26050429483333";"km"
"36482.794482";"Distance travelled (total)";"3.26050429483333";"km"
"36482.794482";"Vehicle acceleration";"-0.0413218482396612";"m_sec2"
"36482.794482";"Vehicle speed";"72";"km/h"
"36484.666482";"Engine RPM";"1667";"rpm"
"36484.943482";"Oxygen sensor 1 Wide Range Current (mA)";"-0.27734375";"mA"
"36484.943482";"Oxygen sensor 1 Wide Range Equivalence ratio";"13.8307008";""
"36485.486482";"Fuel economizer (based on fuel system status and throttle position)";"1";""
"36485.486482";"Throttle position";"21.5686274509804";"%"
"36485.763482";"Average fuel consumption";"9.18514550258751";"L/100km"
"36485.763482";"Average fuel consumption (total)";"10.922552803135";"L/100km"
"36485.763482";"Calculated boost";"0.0277556339267613";"bar"
"36485.763482";"Calculated instant fuel rate";"7.38084015097933";"L/h"
"36485.763482";"Fuel used";"0.299482063598557";"L"
"36485.763482";"Fuel used (total)";"0.356130303251654";"L"
"36485.763482";"Fuel used price";"0.302476884234542";"$"
"36485.763482";"Fuel used price (total)";"0.06";"$"
"36485.763482";"Instant engine power (based on fuel consumption)";"21.2377524644304";"hp"
